site_id,date,actual_output,target_output,backlog,loss_rain,loss_downtime,loss_backlog,loss_blast,loss_total
balaghat,2025-02-24,1160.1,1150.7,0.26565,0.0,0.00761,0.00531,0.0,0.01293
balaghat,2025-02-25,1087.6,1150.7,0.21763,0.0,0.10491,0.00435,0.0,0.10926
balaghat,2025-02-26,996.5,1122.5,0.23978,0.0,0.0984,0.0048,0.0,0.1032
balaghat,2025-02-27,1123.0,1122.5,0.31601,0.0,0.067,0.00632,0.0,0.07332
balaghat,2025-02-28,978.1,1122.5,0.26813,0.00252,0.067,0.00536,0.0,0.07488
balaghat,2025-03-01,1033.8,1122.5,0.35653,0.01382,0.06415,0.00713,0.0,0.0851
balaghat,2025-03-02,1008.9,1122.5,0.3821,0.00628,0.067,0.00764,0.0,0.08092
balaghat,2025-03-03,1033.4,1122.5,0.42596,0.0,0.08512,0.00852,0.0,0.09364
balaghat,2025-03-04,1039.9,1122.5,0.44147,0.0,0.0257,0.00883,0.0,0.03453
balaghat,2025-03-05,1070.4,1166.6,0.44878,0.0,0.05,0.00898,0.0,0.05898
balaghat,2025-03-06,1117.7,1166.6,0.46398,0.00132,0.03218,0.00928,0.0,0.04278
balaghat,2025-03-07,1106.7,1166.6,0.4363,0.00066,0.00104,0.00873,0.0,0.01043
balaghat,2025-03-08,1253.0,1166.6,0.42224,0.0,0.01019,0.00844,0.0,0.01864
balaghat,2025-03-09,1200.7,1166.6,0.28486,0.0,0.0,0.0057,0.0,0.0057
balaghat,2025-03-10,1152.4,1166.6,0.21297,0.0,0.03189,0.00426,0.0,0.03615
balaghat,2025-03-11,1135.7,1166.6,0.19323,0.0,0.03404,0.00386,0.0,0.0379
balaghat,2025-03-12,1092.4,1200.6,0.19075,0.0,0.1,0.00382,0.0,0.10382
balaghat,2025-03-13,1118.3,1200.6,0.25227,0.0,0.05934,0.00505,0.0,0.06439
balaghat,2025-03-14,1202.8,1200.6,0.28294,0.0,0.0,0.00566,0.0,0.00566
balaghat,2025-03-15,1186.3,1200.6,0.23866,0.0,0.0,0.00477,0.0,0.00477
balaghat,2025-03-16,1126.5,1200.6,0.21474,0.0,0.02665,0.00429,0.0,0.03095
balaghat,2025-03-17,1153.9,1200.6,0.24425,0.02268,0.00586,0.00488,0.0,0.03343
balaghat,2025-03-18,1232.8,1200.6,0.24652,0.01134,0.0,0.00493,0.0,0.01627
balaghat,2025-03-19,1203.6,1196.2,0.18271,0.0,0.0,0.00365,0.0,0.00365
balaghat,2025-03-20,1211.0,1196.2,0.14909,0.0,0.03222,0.00298,0.0,0.0352
balaghat,2025-03-21,1100.5,1196.2,0.11435,0.0,0.10512,0.00229,0.0,0.10741
balaghat,2025-03-22,1214.9,1196.2,0.17725,0.0,0.04621,0.00354,0.0,0.04975
balaghat,2025-03-23,1201.3,1196.2,0.135,0.0,0.0,0.0027,0.0,0.0027
balaghat,2025-03-24,1191.1,1196.2,0.11046,0.00736,0.0,0.00221,0.0,0.00957
balaghat,2025-03-25,1146.5,1196.2,0.09818,0.00368,0.02409,0.00196,0.0,0.02973
balaghat,2025-03-26,1216.8,1176.2,0.12504,0.0,0.0,0.0025,0.0,0.0025
balaghat,2025-03-27,1159.7,1176.2,0.07175,0.0,0.0,0.00144,0.0,0.00144
balaghat,2025-03-28,1197.8,1176.2,0.07499,0.0,0.0,0.0015,0.0,0.0015
balaghat,2025-03-29,1106.5,1176.2,0.04538,0.0,0.0076,0.00091,0.0,0.0085
balaghat,2025-03-30,1150.3,1176.2,0.09783,0.0,0.0065,0.00196,0.0,0.00845
balaghat,2025-03-31,1210.8,1176.2,0.10519,0.01164,0.0,0.0021,0.0,0.01374
balaghat,2025-04-01,1115.0,1176.2,0.06003,0.00582,0.0,0.0012,0.06,0.06702
balaghat,2025-04-02,1063.4,1163.4,0.10306,0.0,0.0,0.00206,0.12,0.12206
balaghat,2025-04-03,864.1,1163.4,0.17355,0.0,0.12226,0.00347,0.12,0.24573
balaghat,2025-04-04,885.1,1163.4,0.40471,0.006,0.1002,0.00809,0.12,0.2343
balaghat,2025-04-05,904.6,1163.4,0.5832,0.003,0.04642,0.01166,0.12,0.18108
balaghat,2025-04-06,1034.2,1163.4,0.71818,0.0,0.03669,0.01436,0.06,0.11105
balaghat,2025-04-07,1105.0,1163.4,0.72147,0.0,0.05912,0.01443,0.0,0.07355
balaghat,2025-04-08,970.1,1163.4,0.66343,0.0,0.14738,0.01327,0.0,0.16065
balaghat,2025-04-09,913.1,1134.6,0.73007,0.0,0.18318,0.0146,0.0,0.19778
balaghat,2025-04-10,904.6,1134.6,0.8158,0.01352,0.14955,0.01632,0.0,0.17938
balaghat,2025-04-11,985.4,1134.6,0.89614,0.00676,0.08414,0.01792,0.0,0.10882
balaghat,2025-04-12,1045.3,1134.6,0.89322,0.0,0.06134,0.01786,0.0,0.07921
balaghat,2025-04-13,1124.7,1134.6,0.83799,0.0,0.01488,0.01676,0.0,0.03164
balaghat,2025-04-14,991.5,1134.6,0.72098,0.0,0.10223,0.01442,0.0,0.11665
balaghat,2025-04-15,1050.8,1134.6,0.73897,0.0,0.07857,0.01478,0.0,0.09335
balaghat,2025-04-16,1090.5,1135.6,0.70198,8e-05,0.05814,0.01404,0.0,0.07226
balaghat,2025-04-17,982.6,1135.6,0.63633,4e-05,0.10947,0.01273,0.0,0.12224
balaghat,2025-04-18,942.7,1135.6,0.67557,0.0,0.12653,0.01351,0.0,0.14004
balaghat,2025-04-19,1018.0,1135.6,0.74406,0.0,0.0237,0.01488,0.0,0.03859
balaghat,2025-04-20,1050.4,1135.6,0.736,0.00716,0.0,0.01472,0.06,0.08188
balaghat,2025-04-21,923.9,1135.6,0.70055,0.01146,0.02274,0.01401,0.12,0.16821
balaghat,2025-04-22,874.5,1135.6,0.7819,0.00394,0.03239,0.01564,0.18,0.23196
balaghat,2025-04-23,805.8,1113.4,0.89448,0.0,0.00348,0.01789,0.24,0.26137
balaghat,2025-04-24,779.8,1113.4,1.03654,0.00664,0.02697,0.02073,0.24,0.29434
balaghat,2025-04-25,893.2,1113.4,1.18065,0.00332,0.0,0.02361,0.18,0.20693
balaghat,2025-04-26,942.6,1113.4,1.20128,0.0,0.0,0.02403,0.12,0.14403
balaghat,2025-04-27,1031.1,1113.4,1.17445,0.01812,0.0,0.02349,0.06,0.10161
balaghat,2025-04-28,1053.8,1113.4,1.07216,0.00906,0.0,0.02144,0.0,0.0305
balaghat,2025-04-29,1071.0,1113.4,0.96482,0.0,0.0,0.0193,0.0,0.0193
balaghat,2025-04-30,1012.0,1134.5,0.85813,0.0,0.01969,0.01716,0.06,0.09686
balaghat,2025-05-01,1022.6,1134.5,0.83735,0.0,0.03345,0.01675,0.06,0.1102
balaghat,2025-05-02,955.3,1134.5,0.81038,0.00304,0.05,0.01621,0.06,0.12925
balaghat,2025-05-03,1063.4,1134.5,0.84675,0.00152,0.01553,0.01694,0.06,0.09399
balaghat,2025-05-04,961.2,1134.5,0.78241,0.00164,0.02726,0.01565,0.06,0.10455
balaghat,2025-05-05,1094.7,1134.5,0.81776,0.00082,0.01281,0.01636,0.0,0.02998
balaghat,2025-05-06,981.1,1134.5,0.73017,0.0,0.12949,0.0146,0.0,0.14409
balaghat,2025-05-07,893.9,1121.5,0.75584,0.0,0.15,0.01512,0.0,0.16512
balaghat,2025-05-08,998.1,1121.5,0.84538,0.0,0.10284,0.01691,0.0,0.11974
balaghat,2025-05-09,1121.7,1121.5,0.82865,0.00144,0.00613,0.01657,0.0,0.02415
balaghat,2025-05-10,1109.2,1121.5,0.70423,0.00376,0.0,0.01408,0.0,0.01784
balaghat,2025-05-11,1038.2,1121.5,0.60955,0.00176,0.05841,0.01219,0.0,0.07236
balaghat,2025-05-12,970.5,1121.5,0.59239,0.00012,0.12035,0.01185,0.0,0.13232
balaghat,2025-05-13,955.6,1121.5,0.63818,0.0,0.13462,0.01276,0.0,0.14738
balaghat,2025-05-14,1123.5,1108.8,0.69037,0.0,0.00106,0.01381,0.0,0.01487
balaghat,2025-05-15,1081.8,1108.8,0.57349,0.0,0.00506,0.01147,0.0,0.01653
balaghat,2025-05-16,1015.2,1108.8,0.51178,0.00028,0.06017,0.01024,0.0,0.07069
balaghat,2025-05-17,1041.9,1108.8,0.51944,0.00738,0.06643,0.01039,0.0,0.0842
balaghat,2025-05-18,1109.5,1108.8,0.50182,0.00682,0.0,0.01004,0.0,0.01686
balaghat,2025-05-19,1125.9,1108.8,0.42591,0.0044,0.00277,0.00852,0.0,0.01569
balaghat,2025-05-20,912.2,1108.8,0.34657,0.0014,0.13986,0.00693,0.0,0.14819
balaghat,2025-05-21,1032.3,1164.1,0.47185,0.00016,0.1324,0.00944,0.0,0.142
balaghat,2025-05-22,956.4,1164.1,0.51431,8e-05,0.16377,0.01029,0.0,0.17414
balaghat,2025-05-23,1023.9,1164.1,0.61559,0.0,0.083,0.01231,0.0,0.09531
balaghat,2025-05-24,1152.4,1164.1,0.64371,0.0,0.01949,0.01287,0.0,0.03237
balaghat,2025-05-25,1107.3,1164.1,0.55723,0.03332,0.01376,0.01114,0.0,0.05822
balaghat,2025-05-26,1053.9,1164.1,0.52246,0.01666,0.03718,0.01045,0.0,0.06429
balaghat,2025-05-27,1049.9,1164.1,0.5388,0.01724,0.06365,0.01078,0.0,0.09167
balaghat,2025-05-28,1091.1,1138.0,0.55606,0.0481,0.0,0.01112,0.0,0.05922
balaghat,2025-05-29,1007.2,1138.0,0.51383,0.05498,0.0,0.01028,0.0,0.06526
balaghat,2025-05-30,1099.4,1138.0,0.55172,0.03842,0.0,0.01103,0.0,0.04945
balaghat,2025-05-31,1093.9,1138.0,0.50286,0.02,0.00264,0.01006,0.0,0.03269
balaghat,2025-06-01,1089.8,1138.0,0.4662,0.0146,0.033,0.00932,0.0,0.05692
balaghat,2025-06-02,1038.0,1138.0,0.43862,0.0049,0.00889,0.00877,0.0,0.02256
balaghat,2025-06-03,1181.6,1138.0,0.4607,0.0,0.0,0.00921,0.0,0.00921
balaghat,2025-06-04,1054.2,1081.5,0.3533,0.0,0.0,0.00707,0.0,0.00707
balaghat,2025-06-05,994.2,1081.5,0.32562,0.0,0.05788,0.00651,0.0,0.06439
balaghat,2025-06-06,1012.4,1081.5,0.35758,0.0,0.05,0.00715,0.0,0.05715
balaghat,2025-06-07,1052.8,1081.5,0.36788,0.0,0.03504,0.00736,0.0,0.0424
balaghat,2025-06-08,1023.7,1081.5,0.33933,0.0,0.04265,0.00679,0.0,0.04944
balaghat,2025-06-09,1014.7,1081.5,0.34192,0.0,0.09674,0.00684,0.0,0.10358
balaghat,2025-06-10,1032.9,1081.5,0.35242,0.0,0.03111,0.00705,0.0,0.03816
balaghat,2025-06-11,1010.9,1094.7,0.34451,0.09088,0.02223,0.00689,0.0,0.12
balaghat,2025-06-12,1002.1,1094.7,0.36941,0.04544,0.0262,0.00739,0.0,0.07902
balaghat,2025-06-13,1084.9,1094.7,0.39864,0.0012,0.0,0.00797,0.0,0.00917
balaghat,2025-06-14,1034.6,1094.7,0.34783,0.0006,0.0,0.00696,0.0,0.00756
balaghat,2025-06-15,1032.7,1094.7,0.35061,0.02628,0.0,0.00701,0.0,0.03329
balaghat,2025-06-16,1041.7,1094.7,0.35466,0.0497,0.0,0.00709,0.0,0.05679
balaghat,2025-06-17,969.5,1094.7,0.34991,0.02116,0.04584,0.007,0.0,0.074
balaghat,2025-06-18,1033.7,1056.0,0.4118,0.00188,0.05825,0.00824,0.0,0.06836
balaghat,2025-06-19,1022.8,1056.0,0.37117,0.02146,0.00876,0.00742,0.0,0.03764
balaghat,2025-06-20,1008.5,1056.0,0.34694,0.01882,0.0089,0.00694,0.0,0.03466
balaghat,2025-06-21,1025.6,1056.0,0.33989,0.01934,0.0,0.0068,0.0,0.02614
balaghat,2025-06-22,1061.9,1056.0,0.31766,0.00762,0.02851,0.00635,0.0,0.04249
balaghat,2025-06-23,1075.1,1056.0,0.2644,0.0,0.0,0.00529,0.0,0.00529
balaghat,2025-06-24,951.7,1056.0,0.2067,0.04012,0.0,0.00413,0.0,0.04425
balaghat,2025-06-25,974.8,1056.0,0.27442,0.0597,0.0,0.00549,0.0,0.06519
balaghat,2025-06-26,982.2,1056.0,0.31019,0.08862,0.0,0.0062,0.0,0.09482
balaghat,2025-06-27,918.9,1056.0,0.33354,0.09888,0.00148,0.00667,0.0,0.10703
balaghat,2025-06-28,729.3,1056.0,0.41334,0.2466,0.0618,0.00827,0.0,0.31667
balaghat,2025-06-29,846.2,1056.0,0.66067,0.0985,0.02829,0.01321,0.0,0.14001
balaghat,2025-06-30,962.3,1056.0,0.76022,0.01566,0.04148,0.0152,0.0,0.07234
balaghat,2025-07-01,972.9,1056.0,0.73492,0.0,0.067,0.0147,0.0,0.0817
balaghat,2025-07-02,1022.8,1064.8,0.70334,0.0304,0.01541,0.01407,0.0,0.05988
balaghat,2025-07-03,1002.5,1064.8,0.63724,0.03188,0.0,0.01274,0.0,0.04462
balaghat,2025-07-04,923.1,1064.8,0.60011,0.09014,0.05441,0.012,0.0,0.15655
balaghat,2025-07-05,746.0,1064.8,0.6432,0.15378,0.1,0.01286,0.0,0.26664
balaghat,2025-07-06,820.5,1064.8,0.84612,0.19096,0.01719,0.01692,0.0,0.22507
balaghat,2025-07-07,738.6,1064.8,0.94862,0.28482,0.00636,0.01897,0.0,0.31015
balaghat,2025-07-08,557.2,1064.8,1.11266,0.32914,0.0994,0.02225,0.0,0.45079
balaghat,2025-07-09,642.8,1067.3,1.42246,0.3009,0.09088,0.02845,0.0,0.42023
balaghat,2025-07-10,743.1,1067.3,1.60684,0.1884,0.08926,0.03214,0.0,0.30979
balaghat,2025-07-11,729.3,1067.3,1.66956,0.17686,0.083,0.03339,0.0,0.29325
balaghat,2025-07-12,916.6,1067.3,1.73586,0.03892,0.08158,0.03472,0.0,0.15522
balaghat,2025-07-13,915.1,1067.3,1.61668,0.0672,0.02096,0.03233,0.0,0.12049
balaghat,2025-07-14,884.9,1067.3,1.51676,0.06196,0.06203,0.03034,0.0,0.15433
balaghat,2025-07-15,870.9,1067.3,1.46012,0.10734,0.01244,0.0292,0.0,0.14898
balaghat,2025-07-16,740.9,1067.6,1.42509,0.26762,0.00229,0.0285,0.0,0.29842
balaghat,2025-07-17,689.8,1067.6,1.51736,0.22584,0.05205,0.03035,0.0,0.30823
balaghat,2025-07-18,697.4,1067.6,1.64363,0.15814,0.1,0.03287,0.06,0.35101
balaghat,2025-07-19,881.7,1067.6,1.7439,0.02792,0.03487,0.03488,0.12,0.21767
balaghat,2025-07-20,771.6,1067.6,1.65651,0.02464,0.02968,0.03313,0.18,0.26745
balaghat,2025-07-21,727.3,1067.6,1.68529,0.04368,0.0108,0.03371,0.18,0.26819
balaghat,2025-07-22,752.9,1067.6,1.7513,0.04048,0.02902,0.03503,0.18,0.28453
balaghat,2025-07-23,773.0,1056.0,1.78344,0.05948,0.05135,0.03567,0.12,0.2665
balaghat,2025-07-24,827.6,1056.0,1.78396,0.10634,0.01779,0.03568,0.06,0.21981
balaghat,2025-07-25,739.4,1056.0,1.73262,0.26372,0.0,0.03465,0.0,0.29837
balaghat,2025-07-26,727.4,1056.0,1.77249,0.27894,0.02691,0.03545,0.0,0.3413
balaghat,2025-07-27,601.9,1056.0,1.81784,0.29038,0.1,0.03636,0.0,0.42674
balaghat,2025-07-28,737.9,1056.0,1.97515,0.15326,0.1,0.0395,0.0,0.29276
balaghat,2025-07-29,654.7,1056.0,1.98006,0.23652,0.11033,0.0396,0.0,0.38645
balaghat,2025-07-30,537.8,1056.0,2.06308,0.35826,0.09786,0.04126,0.0,0.49738
balaghat,2025-07-31,768.2,1056.0,2.24429,0.18,0.04291,0.04489,0.0,0.26779
balaghat,2025-08-01,886.6,1056.0,2.18014,0.08,0.03058,0.0436,0.0,0.15418
balaghat,2025-08-02,993.7,1056.0,2.0135,0.0,0.0,0.04027,0.0,0.04027
balaghat,2025-08-03,999.3,1056.0,1.77051,0.02848,0.01003,0.03541,0.0,0.07392
balaghat,2025-08-04,867.7,1056.0,1.5586,0.01424,0.09271,0.03117,0.0,0.13813
balaghat,2025-08-05,921.9,1056.0,1.50315,0.0,0.1,0.03006,0.0,0.13006
balaghat,2025-08-06,945.2,1056.0,1.40469,0.0,0.1,0.02809,0.0,0.12809
balaghat,2025-08-07,916.7,1056.0,1.29887,0.04884,0.05559,0.02598,0.0,0.13041
balaghat,2025-08-08,763.4,1056.0,1.23593,0.15246,0.0,0.02472,0.06,0.23718
balaghat,2025-08-09,878.3,1056.0,1.3276,0.07762,0.0,0.02655,0.06,0.16417
balaghat,2025-08-10,813.0,1056.0,1.29676,0.0068,0.09386,0.02594,0.12,0.24659
balaghat,2025-08-11,772.3,1056.0,1.33241,0.0,0.067,0.02665,0.18,0.27365
balaghat,2025-08-12,646.9,1056.0,1.40124,0.0,0.09877,0.02802,0.24,0.36679
balaghat,2025-08-13,648.6,1056.0,1.57845,0.05972,0.09396,0.03157,0.24,0.42525
balaghat,2025-08-14,575.4,1056.0,1.72752,0.16238,0.033,0.03455,0.24,0.46993
balaghat,2025-08-15,681.2,1056.0,1.92352,0.10638,0.033,0.03847,0.18,0.35785
balaghat,2025-08-16,651.7,1056.0,1.98991,0.21466,0.05577,0.0398,0.12,0.43023
balaghat,2025-08-17,877.0,1056.0,2.07425,0.05794,0.00274,0.04149,0.06,0.16217
balaghat,2025-08-18,880.0,1056.0,1.93264,0.08844,0.0,0.03865,0.0,0.12709
balaghat,2025-08-19,937.9,1056.0,1.80944,0.07114,0.0,0.03619,0.0,0.10733
balaghat,2025-08-20,691.8,1056.0,1.64983,0.28622,0.02698,0.033,0.0,0.3462
balaghat,2025-08-21,558.9,1056.0,1.74723,0.3381,0.07152,0.03494,0.0,0.44456
balaghat,2025-08-22,664.1,1056.0,1.95592,0.27776,0.067,0.03912,0.0,0.38388
balaghat,2025-08-23,588.7,1056.0,2.03363,0.33768,0.0802,0.04067,0.0,0.45855
balaghat,2025-08-24,675.0,1056.0,2.17113,0.19086,0.09802,0.04342,0.0,0.3323
balaghat,2025-08-25,868.6,1056.0,2.20627,0.01274,0.10417,0.04413,0.0,0.16104
balaghat,2025-08-26,887.4,1056.0,2.05276,0.00356,0.083,0.04106,0.0,0.12762
balaghat,2025-08-27,803.8,1056.0,1.90455,0.08672,0.083,0.03809,0.0,0.20781
balaghat,2025-08-28,890.6,1056.0,1.85771,0.05292,0.07752,0.03715,0.0,0.16759
balaghat,2025-08-29,989.3,1056.0,1.73565,0.03094,0.0,0.03471,0.0,0.06565
balaghat,2025-08-30,989.5,1056.0,1.53843,0.01308,0.01288,0.03077,0.0,0.05672
balaghat,2025-08-31,978.2,1056.0,1.37065,0.0,0.05477,0.02741,0.0,0.08219
balaghat,2025-09-01,704.7,1056.0,1.23876,0.2,0.1,0.02478,0.0,0.32478
balaghat,2025-09-02,589.7,1056.0,1.3856,0.27316,0.12955,0.02771,0.0,0.43042
balaghat,2025-09-03,645.0,1056.0,1.61933,0.24602,0.10334,0.03239,0.0,0.38175
balaghat,2025-09-04,922.4,1056.0,1.7656,0.06012,0.02445,0.03531,0.0,0.11988
balaghat,2025-09-05,887.4,1056.0,1.62723,0.06752,0.0,0.03254,0.06,0.16006
balaghat,2025-09-06,857.5,1056.0,1.54276,0.03366,0.01573,0.03086,0.12,0.20024
balaghat,2025-09-07,762.9,1056.0,1.49933,0.01512,0.09623,0.02999,0.12,0.26134
balaghat,2025-09-08,677.6,1056.0,1.55203,0.0568,0.1448,0.03104,0.12,0.35264
balaghat,2025-09-09,714.3,1056.0,1.67757,0.05078,0.10734,0.03355,0.12,0.31167
balaghat,2025-09-10,829.4,1056.0,1.74953,0.02152,0.083,0.03499,0.06,0.19951
balaghat,2025-09-11,853.2,1056.0,1.70166,0.0337,0.083,0.03403,0.06,0.21073
balaghat,2025-09-12,708.8,1056.0,1.63844,0.13942,0.02196,0.03277,0.12,0.31415
balaghat,2025-09-13,696.0,1056.0,1.72143,0.12338,0.0,0.03443,0.18,0.33781
balaghat,2025-09-14,731.4,1056.0,1.80412,0.05472,0.01462,0.03608,0.18,0.28542
balaghat,2025-09-15,781.2,1056.0,1.84084,0.03318,0.02547,0.03682,0.18,0.27547
balaghat,2025-09-16,774.7,1056.0,1.8249,0.06566,0.06769,0.0365,0.12,0.28984
balaghat,2025-09-17,905.8,1056.0,1.81755,0.0316,0.01859,0.03635,0.06,0.14654
balaghat,2025-09-18,945.5,1056.0,1.68711,0.05266,0.00736,0.03374,0.06,0.15376
balaghat,2025-09-19,874.4,1056.0,1.53864,0.02532,0.0,0.03077,0.06,0.11609
balaghat,2025-09-20,935.6,1056.0,1.47986,0.0,0.00559,0.0296,0.06,0.09519
balaghat,2025-09-21,786.6,1056.0,1.37191,0.142,0.04003,0.02744,0.06,0.26947
balaghat,2025-09-22,792.6,1056.0,1.42123,0.10948,0.01472,0.02842,0.06,0.21263
balaghat,2025-09-23,962.6,1056.0,1.4575,0.0236,0.03108,0.02915,0.0,0.08383
balaghat,2025-09-24,940.0,1056.0,1.32734,0.00218,0.083,0.02655,0.0,0.11173
balaghat,2025-09-25,992.5,1056.0,1.23806,0.00784,0.0205,0.02476,0.0,0.0531
balaghat,2025-09-26,912.4,1056.0,1.11253,0.11256,0.0,0.02225,0.0,0.13481
balaghat,2025-09-27,752.4,1056.0,1.08164,0.28356,0.0,0.02163,0.0,0.30519
balaghat,2025-09-28,874.6,1056.0,1.20688,0.1709,0.00279,0.02414,0.0,0.19783
balaghat,2025-09-29,954.7,1056.0,1.19761,0.0199,0.01209,0.02395,0.0,0.05595
balaghat,2025-09-30,964.2,1056.0,1.11389,0.00588,0.02106,0.02228,0.0,0.04922
balaghat,2025-10-01,1008.7,1056.0,1.03376,0.03668,0.0,0.02068,0.0,0.05736
balaghat,2025-10-02,918.2,1056.0,0.92349,0.08022,0.0,0.01847,0.0,0.09869
balaghat,2025-10-03,674.7,1056.0,0.91548,0.29982,0.07762,0.01831,0.0,0.39575
balaghat,2025-10-04,699.9,1056.0,1.13927,0.23632,0.07607,0.02279,0.0,0.33518
balaghat,2025-10-05,864.4,1056.0,1.30562,0.11094,0.05,0.02611,0.0,0.18705
balaghat,2025-10-06,852.5,1056.0,1.29121,0.14552,0.01709,0.02582,0.0,0.18844
