site_id,date,target_output,actual_output,shortfall_pct,rolling_7day_downtime_pct,days_since_last_maintenance,rainfall_proxy
balaghat,2026-03-31,1164.2,1113.8,0.0432915306648343,0.005880952380952382,1.0,0.3625
balaghat,2026-04-01,1164.2,1220.5,-0.048359388421233426,0.005880952380952382,2.0,0.3706
balaghat,2026-04-02,1164.2,1066.2,0.0841779762927332,0.005880952380952382,3.0,0.379
balaghat,2026-04-03,1164.2,1144.7,0.01674969936437038,0.005880952380952382,4.0,0.3875
balaghat,2026-04-04,1164.2,1173.6,-0.00807421405256817,0.005880952380952382,5.0,0.396
balaghat,2026-04-05,1117.3,1150.0,-0.029266982905217977,0.005880952380952382,6.0,0.4046
balaghat,2026-04-06,1117.3,1157.0,-0.035532086279423655,0.0,7.0,0.4132
balaghat,2026-04-07,1117.3,1161.6,-0.039649154211044445,0.0,8.0,0.4218
balaghat,2026-04-08,1117.3,1097.8,0.017452787971001523,0.0,9.0,0.4304
balaghat,2026-04-09,1117.3,1091.5,0.02309138100778659,0.0,10.0,0.4391
balaghat,2026-04-10,1117.3,1165.2,-0.04287120737492177,0.0,11.0,0.4477
balaghat,2026-04-11,1117.3,1106.6,0.009576658014857286,0.0,12.0,0.4564
balaghat,2026-04-12,1121.9,1050.3,0.06382030484000369,0.0,13.0,0.4651
balaghat,2026-04-13,1121.9,1058.3,0.05668954452268485,0.0,14.0,0.4738
balaghat,2026-04-14,1121.9,1070.3,0.0459934040467066,0.0,15.0,0.4826
balaghat,2026-04-15,1121.9,1149.8,-0.02486852660664931,0.0,16.0,0.4913
balaghat,2026-04-16,1121.9,1129.9,-0.007130760317318833,0.0,17.0,0.5
balaghat,2026-04-17,1121.9,1160.6,-0.03449505303502969,0.0,18.0,0.5087
balaghat,2026-04-18,1121.9,1097.9,0.0213922809519565,0.0,19.0,0.5174
balaghat,2026-04-19,1110.5,1119.3,-0.007924358397118374,0.0,20.0,0.5262
balaghat,2026-04-20,1110.5,1145.2,-0.03124718595227379,0.0,21.0,0.5349
balaghat,2026-04-21,1110.5,1093.3,0.015488518685276943,0.0,22.0,0.5436
balaghat,2026-04-22,1110.5,1135.9,-0.022872579918955506,0.0,23.0,0.5523
balaghat,2026-04-23,1110.5,1073.8,0.03304817649707343,0.0,24.0,0.5609
balaghat,2026-04-24,1110.5,1090.4,0.0180999549752363,0.035726190476190474,25.0,0.5696
balaghat,2026-04-25,1110.5,1089.3,0.019090499774876223,0.05309523809523809,26.0,0.5782
balaghat,2026-04-26,1109.9,1043.5,0.059825209478331455,0.05309523809523809,27.0,0.5868
balaghat,2026-04-27,1109.9,1136.9,-0.02432651590233354,0.06614285714285714,28.0,0.5954
balaghat,2026-04-28,1109.9,1083.9,0.023425533831876743,0.06614285714285714,29.0,0.604
balaghat,2026-04-29,1109.9,1110.6,-0.0006306874493195946,0.06614285714285714,30.0,0.6125
balaghat,2026-04-30,1109.9,1136.6,-0.02405622128119634,0.06614285714285714,31.0,0.621
balaghat,2026-05-01,1109.9,1134.7,-0.022344355347328544,0.030416666666666668,32.0,0.6294
balaghat,2026-05-02,1109.9,1146.8,-0.033246238399855715,0.01304761904761905,33.0,0.6375
balaghat,2026-05-03,1079.2,1073.9,0.004911045218680462,0.01304761904761905,34.0,0.6456
balaghat,2026-05-04,1079.2,1056.4,0.02112676056338024,0.0,35.0,0.6537
balaghat,2026-05-05,1079.2,1074.9,0.003984432913269046,0.0,36.0,0.6617
balaghat,2026-05-06,1079.2,988.1,0.08441438102298,0.0,37.0,0.6697
balaghat,2026-05-07,1079.2,1001.1,0.0723684210526316,0.0,38.0,0.6776
balaghat,2026-05-08,1079.2,1007.8,0.06616011860637518,0.0,39.0,0.6855
balaghat,2026-05-09,1079.2,1025.4,0.04985174203113413,0.026083333333333333,40.0,0.6933
balaghat,2026-05-10,1110.9,1133.1,-0.019983796921414904,0.026083333333333333,41.0,0.7011
balaghat,2026-05-11,1110.9,1060.6,0.045278602934557724,0.026083333333333333,42.0,0.7088
balaghat,2026-05-12,1110.9,1089.8,0.0189936087856694,0.026083333333333333,43.0,0.7164
balaghat,2026-05-13,1110.9,1183.0,-0.06490233144297408,0.026083333333333333,44.0,0.724
balaghat,2026-05-14,1110.9,1091.1,0.017823386443424412,0.026083333333333333,45.0,0.7315
balaghat,2026-05-15,1110.9,1151.8,-0.0368169952290934,0.026083333333333333,46.0,0.739
balaghat,2026-05-16,1110.9,1059.0,0.04671887658655152,0.0,47.0,0.7463
balaghat,2026-05-17,1138.9,1127.2,0.010273070506629242,0.0,48.0,0.7536
balaghat,2026-05-18,1138.9,1084.8,0.04750197559048216,0.0,49.0,0.7609
balaghat,2026-05-19,1138.9,1119.5,0.017033980156291238,0.0,50.0,0.7681
balaghat,2026-05-20,1138.9,1186.7,-0.041970322240758584,0.0,51.0,0.7751
balaghat,2026-05-21,1138.9,1040.5,0.0863991570813944,0.0,52.0,0.7822
balaghat,2026-05-22,1138.9,1163.6,-0.0216875932917726,0.0,53.0,0.7891
balaghat,2026-05-23,1138.9,1152.4,-0.011853542892264465,0.0,54.0,0.7959
balaghat,2026-05-24,1141.2,1107.3,0.02970557308096748,0.0,55.0,0.8027
balaghat,2026-05-25,1141.2,1058.7,0.07229232386961093,0.0,56.0,0.8094
balaghat,2026-05-26,1141.2,1145.3,-0.003592709428671494,0.006595238095238095,0.0,0.816
balaghat,2026-05-27,1141.2,1111.0,0.026463371889239435,0.027273809523809523,1.0,0.8225
balaghat,2026-05-28,1141.2,1154.5,-0.011654398878373601,0.027273809523809523,2.0,0.8289
balaghat,2026-05-29,1141.2,1142.5,-0.0011391517700665567,0.027273809523809523,3.0,0.8352
balaghat,2026-05-30,1141.2,1232.6,-0.08009113214160521,0.027273809523809523,4.0,0.8414
balaghat,2026-05-31,1181.8,1167.7,0.011930952783888907,0.027273809523809523,5.0,0.8475
balaghat,2026-06-01,1181.8,1009.2,0.14604840074462677,0.027273809523809523,6.0,0.8536
balaghat,2026-06-02,1181.8,1073.2,0.09189372144186826,0.020678571428571428,7.0,0.8597
balaghat,2026-06-03,1181.8,1075.3,0.09011677102724658,0.0,8.0,0.8657
balaghat,2026-06-04,1181.8,1135.9,0.038839059062447,0.0,9.0,0.8716
balaghat,2026-06-05,1181.8,1108.0,0.06244711457099336,0.02235714285714286,10.0,0.8774
balaghat,2026-06-06,1181.8,1082.6,0.08393975291927572,0.02235714285714286,11.0,0.883
balaghat,2026-06-07,1198.6,1157.7,0.034123143667612106,0.02235714285714286,12.0,0.8886
balaghat,2026-06-08,1198.6,1014.7,0.15342900050058392,0.02235714285714286,13.0,0.894
balaghat,2026-06-09,1198.6,752.4,0.3722676455865176,0.02235714285714286,14.0,0.8993
balaghat,2026-06-10,1198.6,741.2,0.38161188052728173,0.02235714285714286,15.0,0.9045
balaghat,2026-06-11,1198.6,762.1,0.3641748706824628,0.02235714285714286,16.0,0.9096
balaghat,2026-06-12,1198.6,723.7,0.39621224762222584,0.0,17.0,0.9145
balaghat,2026-06-13,1198.6,801.9,0.33096946437510427,0.0,18.0,0.9193
balaghat,2026-06-14,1167.7,1039.3,0.10995974993577125,0.0,19.0,0.924
balaghat,2026-06-15,1167.7,973.6,0.16622420142159802,0.0,20.0,0.9286
balaghat,2026-06-16,1167.7,997.6,0.145670977134538,0.0,21.0,0.933
balaghat,2026-06-17,1167.7,1067.4,0.08589534983300501,0.019892857142857143,22.0,0.9373
balaghat,2026-06-18,1167.7,1095.0,0.062259141902886055,0.019892857142857143,23.0,0.9415
balaghat,2026-06-19,1167.7,1155.9,0.010105335274471144,0.019892857142857143,24.0,0.9455
balaghat,2026-06-20,1167.7,1204.1,-0.031172390168707598,0.019892857142857143,25.0,0.9494
balaghat,2026-06-21,1181.0,1084.9,0.08137171888230306,0.019892857142857143,26.0,0.9532
balaghat,2026-06-22,1181.0,1010.3,0.14453852667231165,0.019892857142857143,27.0,0.9568
balaghat,2026-06-23,1181.0,949.6,0.19593564775613884,0.019892857142857143,28.0,0.9603
balaghat,2026-06-24,1181.0,1077.1,0.08797629127857755,0.0,29.0,0.9636
balaghat,2026-06-25,1181.0,1019.7,0.13657917019475016,0.0,30.0,0.9668
balaghat,2026-06-26,1181.0,1040.8,0.11871295512277735,0.0,31.0,0.9698
balaghat,2026-06-27,1181.0,1030.4,0.12751905165114302,0.0,32.0,0.9728
balaghat,2026-06-28,1146.5,1024.6,0.10632359354557357,0.0,33.0,0.9755
balaghat,2026-06-29,1146.5,1086.8,0.052071522023549976,0.0,34.0,0.9782
balaghat,2026-06-30,1146.5,1039.9,0.09297863061491488,0.0,35.0,0.9806
balaghat,2026-07-01,1146.5,1023.6,0.1071958133449629,0.0,36.0,0.983
balaghat,2026-07-02,1146.5,978.4,0.1466201482773659,0.0,37.0,0.9851
balaghat,2026-07-03,1146.5,945.4,0.17540340165721763,0.0,38.0,0.9871
balaghat,2026-07-04,1146.5,1006.7,0.12193632795464453,0.0,39.0,0.9889
balaghat,2026-07-05,1178.1,1057.4,0.10245310245310231,0.0,40.0,0.9906
balaghat,2026-07-06,1178.1,1154.0,0.02045666751549097,0.0,41.0,0.9922
balaghat,2026-07-07,1178.1,1067.2,0.09413462354638814,0.0,42.0,0.9936
balaghat,2026-07-08,1178.1,1112.4,0.05576776165011444,0.0,43.0,0.9949
balaghat,2026-07-09,1178.1,1033.8,0.1224853577794754,0.0,44.0,0.996
balaghat,2026-07-10,1178.1,997.5,0.15329768270944735,0.0,45.0,0.997
balaghat,2026-07-11,1178.1,1009.1,0.14345131992190807,0.0,46.0,0.9978
balaghat,2026-07-12,1176.3,1020.3,0.1326192297883193,0.0,47.0,0.9986
balaghat,2026-07-13,1176.3,1171.3,0.0042506163393692085,0.0,48.0,0.9991
balaghat,2026-07-14,1176.3,1015.2,0.13695485845447583,0.0,49.0,0.9996
balaghat,2026-07-15,1176.3,1103.0,0.06231403553515256,0.0,50.0,0.9998
balaghat,2026-07-16,1176.3,1010.9,0.1406103885063334,0.0,51.0,1.0
balaghat,2026-07-17,1176.3,1108.0,0.05806341919578335,0.0,52.0,1.0
balaghat,2026-07-18,1176.3,1079.0,0.08271699396412477,0.0,53.0,0.9998
balaghat,2026-07-19,1169.6,1044.4,0.10704514363885075,0.006857142857142857,54.0,0.9996
balaghat,2026-07-20,1169.6,1050.5,0.10182968536251703,0.006857142857142857,55.0,0.9991
balaghat,2026-07-21,1169.6,1018.2,0.12944596443228443,0.006857142857142857,56.0,0.9986
balaghat,2026-07-22,1169.6,834.3,0.28667920656634743,0.006857142857142857,57.0,0.9978
balaghat,2026-07-23,1169.6,797.5,0.31814295485636107,0.006857142857142857,58.0,0.997
balaghat,2026-07-24,1169.6,766.1,0.3449897400820793,0.006857142857142857,59.0,0.996
balaghat,2026-07-25,1169.6,763.9,0.3468707250341997,0.006857142857142857,60.0,0.9949
balaghat,2026-07-26,1145.1,805.9,0.2962186708584403,0.018166666666666668,61.0,0.9936
balaghat,2026-07-27,1145.1,862.1,0.24713998777399346,0.018166666666666668,62.0,0.9922
balaghat,2026-07-28,1145.1,805.4,0.2966553139463802,0.018166666666666668,63.0,0.9906
balaghat,2026-07-29,1145.1,794.2,0.3064361191162343,0.018166666666666668,64.0,0.9889
balaghat,2026-07-30,1145.1,810.4,0.29228888306698103,0.018166666666666668,65.0,0.9871
balaghat,2026-07-31,1145.1,1097.9,0.041219107501528095,0.018166666666666668,66.0,0.9851
balaghat,2026-08-01,1145.1,1041.9,0.09012313335079891,0.018166666666666668,67.0,0.983
balaghat,2026-08-02,1189.1,1048.2,0.11849297788243199,0.0,68.0,0.9807
balaghat,2026-08-03,1189.1,1129.4,0.05020603818013609,0.0,69.0,0.9783
balaghat,2026-08-04,1189.1,1093.2,0.08064923051046999,0.0,70.0,0.9758
balaghat,2026-08-05,1189.1,1152.4,0.030863678412244404,0.0,71.0,0.9731
balaghat,2026-08-06,1189.1,1080.0,0.09175006307291221,0.0,72.0,0.9703
balaghat,2026-08-07,1189.1,1004.7,0.15507526700866192,0.0,73.0,0.9674
balaghat,2026-08-08,1189.1,997.0,0.16155075267008656,0.0,74.0,0.9643
balaghat,2026-08-09,1183.6,1153.1,0.025768840824602908,0.0,75.0,0.9611
balaghat,2026-08-10,1183.6,1157.0,0.022473808719161804,0.0,76.0,0.9578
balaghat,2026-08-11,1183.6,1055.7,0.10806015545792487,0.0,77.0,0.9543
balaghat,2026-08-12,1183.6,1044.8,0.1172693477526191,0.0,78.0,0.9507
balaghat,2026-08-13,1183.6,1143.0,0.034302129097668055,0.0,79.0,0.947
balaghat,2026-08-14,1183.6,1006.3,0.1497972287935113,0.0,80.0,0.9432
balaghat,2026-08-15,1183.6,1017.6,0.1402500844880026,0.0,81.0,0.9392
balaghat,2026-08-16,1168.1,1085.2,0.07096995120280787,0.0,82.0,0.9351
balaghat,2026-08-17,1168.1,1030.6,0.11771252461261879,0.0,83.0,0.9309
balaghat,2026-08-18,1168.1,1051.1,0.10016265730673744,0.0,84.0,0.9265
balaghat,2026-08-19,1168.1,1042.7,0.10735382244670823,0.0,85.0,0.9221
balaghat,2026-08-20,1168.1,1069.1,0.08475301772108552,0.0,86.0,0.9175
balaghat,2026-08-21,1168.1,1125.3,0.03664069857032785,0.0,87.0,0.9128
balaghat,2026-08-22,1168.1,1056.1,0.09588220186627858,0.0,88.0,0.908
balaghat,2026-08-23,1155.5,1073.4,0.07105149286023359,0.0,89.0,0.903
balaghat,2026-08-24,1155.5,933.3,0.19229770662051063,0.0,90.0,0.898
balaghat,2026-08-25,1155.5,1037.4,0.102206836867157,0.0,91.0,0.8928
balaghat,2026-08-26,1155.5,996.1,0.1379489398528775,0.00975,92.0,0.8875
balaghat,2026-08-27,1155.5,976.6,0.15482475118996103,0.00975,93.0,0.8821
balaghat,2026-08-28,1155.5,994.3,0.13950670705322374,0.06283333333333334,94.0,0.8766
balaghat,2026-08-29,1155.5,1022.6,0.11501514495889223,0.06283333333333334,95.0,0.871
balaghat,2026-08-30,1174.6,1105.6,0.058743402009194624,0.06283333333333334,96.0,0.8653
bhandara,2026-03-01,710.0,709.1,0.001267605633802785,0.0,,0.1464
bhandara,2026-03-02,710.0,721.1,-0.01563380281690144,0.0,,0.1525
bhandara,2026-03-03,710.0,680.4,0.04169014084507045,0.0,,0.1586
bhandara,2026-03-04,710.0,653.5,0.0795774647887324,0.0,,0.1648
bhandara,2026-03-05,710.0,636.4,0.10366197183098595,0.0,,0.1711
bhandara,2026-03-06,710.0,670.3,0.055915492957746546,0.0,,0.1775
bhandara,2026-03-07,710.0,693.7,0.022957746478873175,0.0,,0.184
bhandara,2026-03-08,707.2,696.8,0.014705882352941305,0.0,,0.1906
bhandara,2026-03-09,707.2,775.7,-0.09686085972850678,0.0,,0.1973
bhandara,2026-03-10,707.2,746.3,-0.055288461538461404,0.0,,0.2041
bhandara,2026-03-11,707.2,673.2,0.04807692307692307,0.0,,0.2109
bhandara,2026-03-12,707.2,719.5,-0.01739253393665152,0.0,,0.2178
bhandara,2026-03-13,707.2,692.8,0.020361990950226373,0.0,,0.2249
bhandara,2026-03-14,707.2,697.2,0.014140271493212668,0.0,,0.2319
bhandara,2026-03-15,668.8,675.0,-0.009270334928229734,0.0,,0.2391
bhandara,2026-03-16,668.8,689.5,-0.030950956937799114,0.0,,0.2464
bhandara,2026-03-17,668.8,657.4,0.017045454545454513,0.0,,0.2537
bhandara,2026-03-18,668.8,704.3,-0.05308014354066986,0.0,,0.261
bhandara,2026-03-19,668.8,630.6,0.05711722488038268,0.0,,0.2685
bhandara,2026-03-20,668.8,669.0,-0.00029904306220102496,0.0,,0.276
bhandara,2026-03-21,668.8,755.6,-0.12978468899521542,0.0,,0.2836
bhandara,2026-03-22,688.3,695.9,-0.01104169693447628,0.0,,0.2912
bhandara,2026-03-23,688.3,737.6,-0.07162574458811576,0.0,,0.2989
bhandara,2026-03-24,688.3,691.4,-0.004503850065378502,0.0,,0.3067
bhandara,2026-03-25,688.3,708.2,-0.028911811710010303,0.0,,0.3145
bhandara,2026-03-26,688.3,686.3,0.002905709719599012,0.0,,0.3224
bhandara,2026-03-27,688.3,682.4,0.008571843672817053,0.0,,0.3303
bhandara,2026-03-28,688.3,661.4,0.039081795728606684,0.0,,0.3383
bhandara,2026-03-29,675.6,690.1,-0.021462403789224392,0.0,,0.3463
bhandara,2026-03-30,675.6,646.8,0.042628774422735445,0.0,,0.3544
bhandara,2026-03-31,675.6,698.0,-0.033155713439905234,0.039785714285714285,,0.3625
bhandara,2026-04-01,675.6,712.2,-0.05417406749555954,0.039785714285714285,,0.3706
bhandara,2026-04-02,675.6,687.9,-0.018206039076376485,0.039785714285714285,,0.379
bhandara,2026-04-03,675.6,439.4,0.3496151568975726,0.039785714285714285,,0.3875
bhandara,2026-04-04,675.6,455.9,0.3251924215512138,0.039785714285714285,,0.396
bhandara,2026-04-05,664.3,431.6,0.3502935420743639,0.039785714285714285,,0.4046
bhandara,2026-04-06,664.3,458.9,0.30919765166340507,0.039785714285714285,,0.4132
bhandara,2026-04-07,664.3,398.2,0.400572030709017,0.0,,0.4218
bhandara,2026-04-08,664.3,653.2,0.016709318079180958,0.0,,0.4304
bhandara,2026-04-09,664.3,598.2,0.09950323648953772,0.0,,0.4391
bhandara,2026-04-10,664.3,614.7,0.07466506096643069,0.0,,0.4477
bhandara,2026-04-11,664.3,709.6,-0.06819208189071213,0.0,,0.4564
bhandara,2026-04-12,641.9,670.6,-0.0447110141766631,0.0,,0.4651
bhandara,2026-04-13,641.9,618.8,0.035986913849509305,0.0,,0.4738
bhandara,2026-04-14,641.9,593.7,0.07508957781585907,0.0,,0.4826
bhandara,2026-04-15,641.9,546.7,0.14830970556161385,0.0,,0.4913
bhandara,2026-04-16,641.9,624.4,0.027262813522355506,0.0,,0.5
bhandara,2026-04-17,641.9,719.6,-0.12104689203925853,0.0,,0.5087
bhandara,2026-04-18,641.9,655.8,-0.02165446331204234,0.0,,0.5174
bhandara,2026-04-19,628.1,610.6,0.027861805444992834,0.0,,0.5262
bhandara,2026-04-20,628.1,642.7,-0.023244706256965487,0.0,,0.5349
bhandara,2026-04-21,628.1,579.1,0.07801305524597994,0.0,,0.5436
bhandara,2026-04-22,628.1,618.8,0.014806559465053444,0.0,,0.5523
bhandara,2026-04-23,628.1,631.3,-0.0050947301385128665,0.0028452380952380956,0.0,0.5609
bhandara,2026-04-24,628.1,625.4,0.004298678554370395,0.0028452380952380956,1.0,0.5696
bhandara,2026-04-25,628.1,653.0,-0.03964336889030405,0.0028452380952380956,2.0,0.5782
bhandara,2026-04-26,637.1,648.1,-0.01726573536336525,0.0028452380952380956,3.0,0.5868
bhandara,2026-04-27,637.1,658.4,-0.03343274211269809,0.0028452380952380956,4.0,0.5954
bhandara,2026-04-28,637.1,615.2,0.034374509496154414,0.0028452380952380956,5.0,0.604
bhandara,2026-04-29,637.1,665.7,-0.04489091194474968,0.0028452380952380956,6.0,0.6125
bhandara,2026-04-30,637.1,689.0,-0.08146287866896873,0.0,7.0,0.621
bhandara,2026-05-01,637.1,606.2,0.048501020247998704,0.0,8.0,0.6294
bhandara,2026-05-02,637.1,608.8,0.04442002825302161,0.0,9.0,0.6375
bhandara,2026-05-03,633.2,675.4,-0.06664560960202137,0.0,10.0,0.6456
bhandara,2026-05-04,633.2,627.1,0.009633607075173757,0.0,11.0,0.6537
bhandara,2026-05-05,633.2,677.6,-0.07012002526847753,0.0,12.0,0.6617
bhandara,2026-05-06,633.2,619.1,0.02226784586228683,0.0,13.0,0.6697
bhandara,2026-05-07,633.2,679.2,-0.07264687302590019,0.0,14.0,0.6776
bhandara,2026-05-08,633.2,637.3,-0.0064750473783953075,0.0,15.0,0.6855
bhandara,2026-05-09,633.2,641.3,-0.012792166771951845,0.0,16.0,0.6933
bhandara,2026-05-10,640.1,690.1,-0.07811279487580065,0.0,17.0,0.7011
bhandara,2026-05-11,640.1,628.5,0.018122168411185788,0.0,18.0,0.7088
bhandara,2026-05-12,640.1,609.9,0.04718012810498366,0.0,19.0,0.7164
bhandara,2026-05-13,640.1,625.7,0.022496484924230554,0.0,20.0,0.724
bhandara,2026-05-14,640.1,654.5,-0.022496484924230554,0.0,21.0,0.7315
bhandara,2026-05-15,640.1,589.9,0.07842524605530393,0.0,22.0,0.739
bhandara,2026-05-16,640.1,660.5,-0.03187002030932663,0.0,23.0,0.7463
bhandara,2026-05-17,647.7,630.2,0.02701868148834337,0.0,24.0,0.7536
bhandara,2026-05-18,647.7,684.8,-0.057279604755287795,0.0,25.0,0.7609
bhandara,2026-05-19,647.7,570.1,0.11980855334259691,0.0,26.0,0.7681
bhandara,2026-05-20,647.7,622.2,0.03937007874015748,0.0,27.0,0.7751
bhandara,2026-05-21,647.7,593.0,0.08445267870927906,0.0,28.0,0.7822
bhandara,2026-05-22,647.7,620.9,0.04137718079357738,0.0,29.0,0.7891
bhandara,2026-05-23,647.7,655.7,-0.012351397251814111,0.0,30.0,0.7959
bhandara,2026-05-24,675.4,669.3,0.009031684927450434,0.0,31.0,0.8027
bhandara,2026-05-25,675.4,666.8,0.01273319514361863,0.0,32.0,0.8094
bhandara,2026-05-26,675.4,670.0,0.007995262066923272,0.0,33.0,0.816
bhandara,2026-05-27,675.4,682.3,-0.010216168196624189,0.0,34.0,0.8225
bhandara,2026-05-28,675.4,641.3,0.05048859934853424,0.0,35.0,0.8289
bhandara,2026-05-29,675.4,699.3,-0.035386437666567926,0.0,36.0,0.8352
bhandara,2026-05-30,675.4,697.8,-0.03316553153686701,0.0,37.0,0.8414
bhandara,2026-05-31,668.2,681.1,-0.019305597126608766,0.02575,38.0,0.8475
bhandara,2026-06-01,668.2,618.1,0.07497755163124815,0.02575,39.0,0.8536
bhandara,2026-06-02,668.2,610.3,0.08665070338222103,0.02575,40.0,0.8597
bhandara,2026-06-03,668.2,453.9,0.3207123615683928,0.02575,41.0,0.8657
bhandara,2026-06-04,668.2,410.2,0.38611194253217607,0.02575,42.0,0.8716
bhandara,2026-06-05,668.2,405.6,0.39299610894941633,0.02575,43.0,0.8774
bhandara,2026-06-06,668.2,396.4,0.4067644417838971,0.02575,44.0,0.883
bhandara,2026-06-07,637.2,372.6,0.4152542372881356,0.0,45.0,0.8886
bhandara,2026-06-08,637.2,368.4,0.42184557438794734,0.0,46.0,0.894
bhandara,2026-06-09,637.2,548.0,0.1399874450721909,0.0,47.0,0.8993
bhandara,2026-06-10,637.2,571.4,0.10326428123038303,0.0,48.0,0.9045
bhandara,2026-06-11,637.2,583.0,0.0850596359070936,0.0,49.0,0.9096
bhandara,2026-06-12,637.2,574.9,0.0977715003138733,0.0,50.0,0.9145
bhandara,2026-06-13,637.2,551.5,0.13449466415568118,0.0,51.0,0.9193
bhandara,2026-06-14,659.6,620.3,0.059581564584596826,0.0,52.0,0.924
bhandara,2026-06-15,659.6,615.6,0.0667070952092177,0.0,53.0,0.9286
bhandara,2026-06-16,659.6,588.9,0.10718617343844761,0.0,54.0,0.933
bhandara,2026-06-17,659.6,574.2,0.12947240751970887,0.0,55.0,0.9373
bhandara,2026-06-18,659.6,609.9,0.0753486961795028,0.0,56.0,0.9415
bhandara,2026-06-19,659.6,430.5,0.34733171619163133,0.0,57.0,0.9455
bhandara,2026-06-20,659.6,395.6,0.4002425712553062,0.0,58.0,0.9494
bhandara,2026-06-21,652.6,420.5,0.35565430585350905,0.004107142857142857,0.0,0.9532
bhandara,2026-06-22,652.6,427.5,0.34492798038614775,0.004107142857142857,1.0,0.9568
bhandara,2026-06-23,652.6,403.0,0.3824701195219124,0.004107142857142857,2.0,0.9603
bhandara,2026-06-24,652.6,426.0,0.3472264787005823,0.004107142857142857,3.0,0.9636
bhandara,2026-06-25,652.6,391.3,0.40039840637450197,0.004107142857142857,4.0,0.9668
bhandara,2026-06-26,652.6,450.2,0.3101440392277046,0.004107142857142857,5.0,0.9698
bhandara,2026-06-27,652.6,448.3,0.31305547042598836,0.004107142857142857,6.0,0.9728
bhandara,2026-06-28,676.0,431.6,0.36153846153846153,0.0,7.0,0.9755
bhandara,2026-06-29,676.0,619.5,0.08357988165680473,0.0,8.0,0.9782
bhandara,2026-06-30,676.0,535.1,0.20843195266272185,0.006261904761904762,9.0,0.9806
bhandara,2026-07-01,676.0,573.3,0.151923076923077,0.006261904761904762,10.0,0.983
bhandara,2026-07-02,676.0,599.5,0.11316568047337278,0.006261904761904762,11.0,0.9851
bhandara,2026-07-03,676.0,575.8,0.148224852071006,0.006261904761904762,12.0,0.9871
bhandara,2026-07-04,676.0,630.2,0.06775147928994076,0.006261904761904762,13.0,0.9889
bhandara,2026-07-05,684.1,677.2,0.010086244701067061,0.006261904761904762,14.0,0.9906
bhandara,2026-07-06,684.1,579.5,0.15290162256979978,0.006261904761904762,15.0,0.9922
